id,title,description,availability,condition,price,link,image_link,brand,google_product_category,item_group_id,size,additional_image_link,product_type,mpn,sale_price
69997efc1753ea2e5ae2c707_L,Imperial Crest Panjabi (Z-Black) - L,"Fit Type: Slim Fit A refined expression of modern luxury, the Imperial Crest Panjabi is designed to deliver a premium festive look with elevated detailing. Crafted from Regent Comfort Twill fabric, this style combines structured elegance with everyday comfort, featuring signature embroidery that enhances its sophisticated appearance. Key Features: Premium luxury embroidery around collar, placket, and cuff Dual-layer placket design for a clean, posh finish Non-functional display buttons blended seamlessly with embroidery Hidden functional inner placket with premium designed metal snaps Matching premium metal snaps at cuff Side pockets on both sides for everyday convenience Structured yet comfortable silhouette for modern styling Delivered with over 50% recycled polybag packaging Fabric: Regent Comfort Twill 65% Cotton 35% Polyester GSM: 200",in stock,new,3850 BDT,https://www.clothigo.com/product/imperial-crest-panjabi-z-black,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02683-dcab.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,69997efc1753ea2e5ae2c707,L,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02693-0c97.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02679-df6b.webp?resolution=1200_1500",Panjabi > SignatureLine Punjabi,CG1244,3470 BDT
69997efc1753ea2e5ae2c707_XL,Imperial Crest Panjabi (Z-Black) - XL,"Fit Type: Slim Fit A refined expression of modern luxury, the Imperial Crest Panjabi is designed to deliver a premium festive look with elevated detailing. Crafted from Regent Comfort Twill fabric, this style combines structured elegance with everyday comfort, featuring signature embroidery that enhances its sophisticated appearance. Key Features: Premium luxury embroidery around collar, placket, and cuff Dual-layer placket design for a clean, posh finish Non-functional display buttons blended seamlessly with embroidery Hidden functional inner placket with premium designed metal snaps Matching premium metal snaps at cuff Side pockets on both sides for everyday convenience Structured yet comfortable silhouette for modern styling Delivered with over 50% recycled polybag packaging Fabric: Regent Comfort Twill 65% Cotton 35% Polyester GSM: 200",in stock,new,3850 BDT,https://www.clothigo.com/product/imperial-crest-panjabi-z-black,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02683-dcab.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,69997efc1753ea2e5ae2c707,XL,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02693-0c97.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02679-df6b.webp?resolution=1200_1500",Panjabi > SignatureLine Punjabi,CG1244,3470 BDT
699ac1252c4b00b34046d8d5_S,Imperial Pearl Panjabi (Optical White) - S,"Fit Type: Slim Fit Minimal elegance meets refined craftsmanship. The Imperial Pearl Panjabi is designed for those who appreciate subtle luxury. Featuring delicate multi-thread embroidery around the neck stand, complemented by a clean accent at the placket and coordinated embroidery at the sleeve hem, this piece reflects understated sophistication. The modern structured sleeve hem, slim body fit, and refined details create a sharp yet graceful silhouette perfect for festive occasions and elevated everyday wear. Antique silver-colored designer snap buttons add a premium touch to the front placket, while practical side pockets ensure functional comfort without compromising style. Key Features Premium multi-thread embroidery at neck stand, placket & sleeve hem Modern structured sleeve hem design Slim fit silhouette for a sharp appearance Antique silver designer snap buttons Both-side functional pockets Delivered in 50%+ recycled polybag (eco-conscious packaging) Fabric: Structured Micro Jacquard 100% Polyester Dobby GSM: 120",in stock,new,3850 BDT,https://www.clothigo.com/product/imperial-pearl-panjabi-optical-white,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02748-extend-a106d.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699ac1252c4b00b34046d8d5,S,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02754-f3f2.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02750-e342.webp?resolution=1200_1500",Panjabi > SignatureLine Punjabi,CG1247,3470 BDT
699ac1252c4b00b34046d8d5_M,Imperial Pearl Panjabi (Optical White) - M,"Fit Type: Slim Fit Minimal elegance meets refined craftsmanship. The Imperial Pearl Panjabi is designed for those who appreciate subtle luxury. Featuring delicate multi-thread embroidery around the neck stand, complemented by a clean accent at the placket and coordinated embroidery at the sleeve hem, this piece reflects understated sophistication. The modern structured sleeve hem, slim body fit, and refined details create a sharp yet graceful silhouette perfect for festive occasions and elevated everyday wear. Antique silver-colored designer snap buttons add a premium touch to the front placket, while practical side pockets ensure functional comfort without compromising style. Key Features Premium multi-thread embroidery at neck stand, placket & sleeve hem Modern structured sleeve hem design Slim fit silhouette for a sharp appearance Antique silver designer snap buttons Both-side functional pockets Delivered in 50%+ recycled polybag (eco-conscious packaging) Fabric: Structured Micro Jacquard 100% Polyester Dobby GSM: 120",in stock,new,3850 BDT,https://www.clothigo.com/product/imperial-pearl-panjabi-optical-white,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02748-extend-a106d.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699ac1252c4b00b34046d8d5,M,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02754-f3f2.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02750-e342.webp?resolution=1200_1500",Panjabi > SignatureLine Punjabi,CG1247,3470 BDT
699ac1252c4b00b34046d8d5_L,Imperial Pearl Panjabi (Optical White) - L,"Fit Type: Slim Fit Minimal elegance meets refined craftsmanship. The Imperial Pearl Panjabi is designed for those who appreciate subtle luxury. Featuring delicate multi-thread embroidery around the neck stand, complemented by a clean accent at the placket and coordinated embroidery at the sleeve hem, this piece reflects understated sophistication. The modern structured sleeve hem, slim body fit, and refined details create a sharp yet graceful silhouette perfect for festive occasions and elevated everyday wear. Antique silver-colored designer snap buttons add a premium touch to the front placket, while practical side pockets ensure functional comfort without compromising style. Key Features Premium multi-thread embroidery at neck stand, placket & sleeve hem Modern structured sleeve hem design Slim fit silhouette for a sharp appearance Antique silver designer snap buttons Both-side functional pockets Delivered in 50%+ recycled polybag (eco-conscious packaging) Fabric: Structured Micro Jacquard 100% Polyester Dobby GSM: 120",in stock,new,3850 BDT,https://www.clothigo.com/product/imperial-pearl-panjabi-optical-white,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02748-extend-a106d.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699ac1252c4b00b34046d8d5,L,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02754-f3f2.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02750-e342.webp?resolution=1200_1500",Panjabi > SignatureLine Punjabi,CG1247,3470 BDT
699ac1252c4b00b34046d8d5_XL,Imperial Pearl Panjabi (Optical White) - XL,"Fit Type: Slim Fit Minimal elegance meets refined craftsmanship. The Imperial Pearl Panjabi is designed for those who appreciate subtle luxury. Featuring delicate multi-thread embroidery around the neck stand, complemented by a clean accent at the placket and coordinated embroidery at the sleeve hem, this piece reflects understated sophistication. The modern structured sleeve hem, slim body fit, and refined details create a sharp yet graceful silhouette perfect for festive occasions and elevated everyday wear. Antique silver-colored designer snap buttons add a premium touch to the front placket, while practical side pockets ensure functional comfort without compromising style. Key Features Premium multi-thread embroidery at neck stand, placket & sleeve hem Modern structured sleeve hem design Slim fit silhouette for a sharp appearance Antique silver designer snap buttons Both-side functional pockets Delivered in 50%+ recycled polybag (eco-conscious packaging) Fabric: Structured Micro Jacquard 100% Polyester Dobby GSM: 120",in stock,new,3850 BDT,https://www.clothigo.com/product/imperial-pearl-panjabi-optical-white,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02748-extend-a106d.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699ac1252c4b00b34046d8d5,XL,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02754-f3f2.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02750-e342.webp?resolution=1200_1500",Panjabi > SignatureLine Punjabi,CG1247,3470 BDT
699acb722c4b00b34046df56_S,Regal Weave Panjabi (Optical White) - S,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product/regal-weave-panjabi-optical-white-93116,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02811-1-f155.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699acb722c4b00b34046df56,S,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02818-fa34.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02816-e4a7.webp?resolution=1200_1500",Panjabi > FormLine Panjabi,CG1245,2570 BDT
699acb722c4b00b34046df56_M,Regal Weave Panjabi (Optical White) - M,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product/regal-weave-panjabi-optical-white-93116,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02811-1-f155.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699acb722c4b00b34046df56,M,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02818-fa34.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02816-e4a7.webp?resolution=1200_1500",Panjabi > FormLine Panjabi,CG1245,2570 BDT
699acb722c4b00b34046df56_L,Regal Weave Panjabi (Optical White) - L,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product/regal-weave-panjabi-optical-white-93116,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02811-1-f155.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699acb722c4b00b34046df56,L,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02818-fa34.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02816-e4a7.webp?resolution=1200_1500",Panjabi > FormLine Panjabi,CG1245,2570 BDT
699acb722c4b00b34046df56_XL,Regal Weave Panjabi (Optical White) - XL,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product/regal-weave-panjabi-optical-white-93116,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02811-1-f155.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699acb722c4b00b34046df56,XL,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02818-fa34.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02816-e4a7.webp?resolution=1200_1500",Panjabi > FormLine Panjabi,CG1245,2570 BDT
699ad58b2c4b00b34046eafa_S,Regal Weave Panjabi (Sterling Grey) - S,"Fit Type: Slim Fit Designed for refined comfort and elegant detailing, the Clothigo FormLine Panjabi blends premium craftsmanship with a lightweight, breathable feel. Crafted from imported Pakistani microfiber dobby fabric, it offers a distinctive textured look with exceptional comfort-making it ideal for festive and modern everyday styling. Key Features: Imported Pakistani microfiber dobby fabric with textured structure Super comfortable and lightweight feel Elegant embroidery around collar, placket, and cuff Side pockets on both sides for everyday practicality Premium buttons for a refined finish Clean modern silhouette with a posh appearance Supplied with over 50% recycled polybag packaging Fabric: Pakistani Microfiber Dobby 90% Polyester 10% Viscose GSM: 120",in stock,new,2860 BDT,https://www.clothigo.com/product/regal-weave-panjabi-sterling-grey,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02791-1-3a51.webp?resolution=1200_1500,ClothiGo,Apparel & Accessories > Clothing,699ad58b2c4b00b34046eafa,S,"https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02790-df28.webp?resolution=1200_1500,https://api.clothigo.com/api/upload/images/693a8a2cd4a8b0311cc0b93a/hml02786-9ff0.webp?resolution=1200_1500",Panjabi > FormLine Panjabi,CG1245,2570 BDT
